boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource-1,boundarySource-2,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,boundaryUpdate,downloadURL
SSD-ADM1-3_0_0-G528,SSD,2014.0,ADM1,"South Sudan Inter Cluster Information Management Working Group (ICIWG), National Bureau of Statistics (NBS)",United Nations Office for the Coordination of Humanitarian Affairs South Sudan,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SSD/ADM1/geoBoundaries-3_0_0-SSD-ADM1-all.zip
SSD-ADM2-3_0_0-G529,SSD,2008.0,ADM2,"South Sudan Inter Cluster Information Management Working Group (ICIWG), National Bureau of Statistics (NBS)",United Nations Office for the Coordination of Humanitarian Affairs South Sudan,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,https://data.humdata.org/dataset/south-sudan-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SSD/ADM2/geoBoundaries-3_0_0-SSD-ADM2-all.zip
ESP-ADM0-3_0_0-G530,ESP,2017.0,ADM0,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ESP/ADM0/geoBoundaries-3_0_0-ESP-ADM0-all.zip
ESP-ADM1-3_0_0-G531,ESP,2017.0,ADM1,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ESP/ADM1/geoBoundaries-3_0_0-ESP-ADM1-all.zip
ESP-ADM2-3_0_0-G532,ESP,2017.0,ADM2,Instituto de Geografico Nacional,,Creative Commons Attribution 4.0 International (CC BY 4.0),CC-BY 4.0,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp#,http://centrodedescargas.cnig.es/CentroDescargas/index.jsp,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/ESP/ADM2/geoBoundaries-3_0_0-ESP-ADM2-all.zip
LKA-ADM0-3_0_0-G533,LKA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LKA/ADM0/geoBoundaries-3_0_0-LKA-ADM0-all.zip
LKA-ADM1-3_0_0-G534,LKA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LKA/ADM1/geoBoundaries-3_0_0-LKA-ADM1-all.zip
LKA-ADM2-3_0_0-G535,LKA,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LKA/ADM2/geoBoundaries-3_0_0-LKA-ADM2-all.zip
LKA-ADM3-3_0_0-G536,LKA,2016.0,ADM3,"The Survey Department of Sri Lanka, National Building Research Organisation (NBRO), Disaster Management Centre (DMC)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/about/license,https://data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LKA/ADM3/geoBoundaries-3_0_0-LKA-ADM3-all.zip
LKA-ADM4-3_0_0-G537,LKA,2017.0,ADM4,"The Survey Department of Sri Lanka, National Building Research Organisation (NBRO), Disaster Management Centre (DMC)",United Nations Office for the Coordination of Humanitarian Affairs Regional Office for Asia and the Pacific (ROAP),Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/about/license,https://data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LKA/ADM4/geoBoundaries-3_0_0-LKA-ADM4-all.zip
KNA-ADM0-3_0_0-G538,KNA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KNA/ADM0/geoBoundaries-3_0_0-KNA-ADM0-all.zip
KNA-ADM1-3_0_0-G539,KNA,2020.0,ADM1,OCHA,Wikipedia,Other - Humanitarian,Creative Commons Attribution-ShareAlike 3.0 Unported,https://data.humdata.org/about/license,https://data.humdata.org/organization/b3a25ac4-ac05-4991-923c-d25f47bef1ec,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/KNA/ADM1/geoBoundaries-3_0_0-KNA-ADM1-all.zip
LCA-ADM0-3_0_0-G540,LCA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LCA/ADM0/geoBoundaries-3_0_0-LCA-ADM0-all.zip
LCA-ADM1-3_0_0-G541,LCA,2008.0,ADM1,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png",,Creative Commons Attribution-ShareAlike 3.0 Unported,Photo is public domain; shapefile digitized from photo Sainte-Lucie_-_districts_num̩rot̩s.png,https://commons.wikimedia.org/wiki/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png,https://en.wikipedia.org/wiki/Quarters_of_Saint_Lucia#/media/File:Sainte-Lucie_-_districts_num%C3%A9rot%C3%A9s.png,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/LCA/ADM1/geoBoundaries-3_0_0-LCA-ADM1-all.zip
VCT-ADM0-3_0_0-G542,VCT,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/VCT/ADM0/geoBoundaries-3_0_0-VCT-ADM0-all.zip
VCT-ADM1-3_0_0-G543,VCT,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/VCT/ADM1/geoBoundaries-3_0_0-VCT-ADM1-all.zip
SDN-ADM0-3_0_0-G544,SDN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SDN/ADM0/geoBoundaries-3_0_0-SDN-ADM0-all.zip
SDN-ADM1-3_0_0-G545,SDN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SDN/ADM1/geoBoundaries-3_0_0-SDN-ADM1-all.zip
SDN-ADM2-3_0_0-G546,SDN,2014.0,ADM2,"CRMA UNDP, ITOS",United Nations Office for the Coordination of Humanitarian Affairs Sudan,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,https://data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SDN/ADM2/geoBoundaries-3_0_0-SDN-ADM2-all.zip
SUR-ADM0-3_0_0-G547,SUR,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SUR/ADM0/geoBoundaries-3_0_0-SUR-ADM0-all.zip
SUR-ADM1-3_0_0-G548,SUR,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SUR/ADM1/geoBoundaries-3_0_0-SUR-ADM1-all.zip
SUR-ADM2-3_0_0-G549,SUR,2017.0,ADM2,Humanitarian Data Exchange,,Creative Commons Attribution 4.0 International (CC BY 4.0),,https://data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,https://data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SUR/ADM2/geoBoundaries-3_0_0-SUR-ADM2-all.zip
SWZ-ADM0-3_0_0-G550,SWZ,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWZ/ADM0/geoBoundaries-3_0_0-SWZ-ADM0-all.zip
SWZ-ADM1-3_0_0-G551,SWZ,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWZ/ADM1/geoBoundaries-3_0_0-SWZ-ADM1-all.zip
SWZ-ADM2-3_0_0-G552,SWZ,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWZ/ADM2/geoBoundaries-3_0_0-SWZ-ADM2-all.zip
SWE-ADM0-3_0_0-G553,SWE,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWE/ADM0/geoBoundaries-3_0_0-SWE-ADM0-all.zip
SWE-ADM1-3_0_0-G554,SWE,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWE/ADM1/geoBoundaries-3_0_0-SWE-ADM1-all.zip
SWE-ADM2-3_0_0-G555,SWE,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWE/ADM2/geoBoundaries-3_0_0-SWE-ADM2-all.zip
SWE-ADM3-3_0_0-G556,SWE,2018.0,ADM3,Lantmateriet,Statistics Sweden,Public Domain,Public Domain,https://www.lantmateriet.se/sv/Kartor-och-geografisk-information/oppna-data/?faq=d3f4,https://www.lantmateriet.se/sv/Kartor-och-geografisk-information/Kartor/distriktsindelning/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SWE/ADM3/geoBoundaries-3_0_0-SWE-ADM3-all.zip
CHE-ADM0-3_0_0-G557,CHE,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHE/ADM0/geoBoundaries-3_0_0-CHE-ADM0-all.zip
CHE-ADM1-3_0_0-G558,CHE,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHE/ADM1/geoBoundaries-3_0_0-CHE-ADM1-all.zip
CHE-ADM2-3_0_0-G559,CHE,2017.0,ADM2,Open Data Swiss,,Non-Commercial Use Only,"Open, non-commercial use",https://opendata.swiss/en/dataset/swisstopo,https://opendata.swiss/en/dataset/swisstopo,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHE/ADM2/geoBoundaries-3_0_0-CHE-ADM2-all.zip
CHE-ADM3-3_0_0-G560,CHE,2017.0,ADM3,Open Data Swiss,,Non-Commercial Use Only,"Open, non-commercial use",https://opendata.swiss/en/dataset/swisstopo,https://opendata.swiss/en/dataset/swisstopo,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/CHE/ADM3/geoBoundaries-3_0_0-CHE-ADM3-all.zip
SYR-ADM0-3_0_0-G561,SYR,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SYR/ADM0/geoBoundaries-3_0_0-SYR-ADM0-all.zip
SYR-ADM1-3_0_0-G562,SYR,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SYR/ADM1/geoBoundaries-3_0_0-SYR-ADM1-all.zip
SYR-ADM2-3_0_0-G563,SYR,2017.0,ADM2,United Nations Cartographic Section (UNCS),United Nations Office for the Coordination of Humanitarian Affairs ROSC,Other - Humanitarian,may not be allowed to redistribute,https://data.humdata.org/about/license,https://data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SYR/ADM2/geoBoundaries-3_0_0-SYR-ADM2-all.zip
SYR-ADM3-3_0_0-G564,SYR,2017.0,ADM3,United Nations Cartographic Section (UNCS),United Nations Office for the Coordination of Humanitarian Affairs ROSC,Other - Humanitarian,may not be allowed to redistribute,https://data.humdata.org/about/license,https://data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/SYR/ADM3/geoBoundaries-3_0_0-SYR-ADM3-all.zip
TWN-ADM0-3_0_0-G565,TWN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TWN/ADM0/geoBoundaries-3_0_0-TWN-ADM0-all.zip
TWN-ADM1-3_0_0-G566,TWN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TWN/ADM1/geoBoundaries-3_0_0-TWN-ADM1-all.zip
TWN-ADM2-3_0_0-G567,TWN,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TWN/ADM2/geoBoundaries-3_0_0-TWN-ADM2-all.zip
TJK-ADM0-3_0_0-G568,TJK,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TJK/ADM0/geoBoundaries-3_0_0-TJK-ADM0-all.zip
TJK-ADM1-3_0_0-G569,TJK,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TJK/ADM1/geoBoundaries-3_0_0-TJK-ADM1-all.zip
TJK-ADM2-3_0_0-G570,TJK,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TJK/ADM2/geoBoundaries-3_0_0-TJK-ADM2-all.zip
TZA-ADM0-3_0_0-G571,TZA,2015.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TZA/ADM0/geoBoundaries-3_0_0-TZA-ADM0-all.zip
TZA-ADM1-3_0_0-G572,TZA,2015.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TZA/ADM1/geoBoundaries-3_0_0-TZA-ADM1-all.zip
TZA-ADM2-3_0_0-G573,TZA,2013.0,ADM2,Tanzanian Bureau of Statistics,,Other - Organization Specific,Royalty-free license to use the information on the open data portal for any lawful purposes.,http://opendata.go.tz/en/pages/kanuni-na-masharti,https://www.nbs.go.tz/index.php/en/census-surveys/gis/385-2012-phc-shapefiles-level-one-and-two,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TZA/ADM2/geoBoundaries-3_0_0-TZA-ADM2-all.zip
TZA-ADM3-3_0_0-G574,TZA,2015.0,ADM3,OpenStreetMap,,Open Data Commons Open Database License 1.0,Non-commercial use only,https://web.archive.org/web/20190717210922/http://geoportal.icpac.net/layers/geonode%3Atza_adm3,https://twitter.com/WMgeoLab/status/1253049949132128257,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TZA/ADM3/geoBoundaries-3_0_0-TZA-ADM3-all.zip
THA-ADM0-3_0_0-G575,THA,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/THA/ADM0/geoBoundaries-3_0_0-THA-ADM0-all.zip
THA-ADM1-3_0_0-G576,THA,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/THA/ADM1/geoBoundaries-3_0_0-THA-ADM1-all.zip
THA-ADM2-3_0_0-G577,THA,2017.0,ADM2,GISTA (Geo-Informatics and Space Technology Development Agency),United Nations Office for the Coordination of Humanitarian Affairs ROAP,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/thailand-administrative-boundaries,https://data.humdata.org/dataset/thailand-administrative-boundaries,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/THA/ADM2/geoBoundaries-3_0_0-THA-ADM2-all.zip
TLS-ADM0-3_0_0-G578,TLS,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TLS/ADM0/geoBoundaries-3_0_0-TLS-ADM0-all.zip
TLS-ADM1-3_0_0-G579,TLS,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TLS/ADM1/geoBoundaries-3_0_0-TLS-ADM1-all.zip
TLS-ADM2-3_0_0-G580,TLS,2018.0,ADM2,HDX,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/timor-leste-administrative-boundaries-levels-0-3,https://data.humdata.org/dataset/timor-leste-administrative-boundaries-levels-0-3,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TLS/ADM2/geoBoundaries-3_0_0-TLS-ADM2-all.zip
TGO-ADM0-3_0_0-G581,TGO,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TGO/ADM0/geoBoundaries-3_0_0-TGO-ADM0-all.zip
TGO-ADM1-3_0_0-G582,TGO,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TGO/ADM1/geoBoundaries-3_0_0-TGO-ADM1-all.zip
TGO-ADM2-3_0_0-G583,TGO,2016.0,ADM2,HDX,,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/togo-cod-ab,https://data.humdata.org/dataset/togo-cod-ab,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TGO/ADM2/geoBoundaries-3_0_0-TGO-ADM2-all.zip
TON-ADM0-3_0_0-G584,TON,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TON/ADM0/geoBoundaries-3_0_0-TON-ADM0-all.zip
TON-ADM1-3_0_0-G585,TON,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TON/ADM1/geoBoundaries-3_0_0-TON-ADM1-all.zip
TON-ADM2-3_0_0-G586,TON,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TON/ADM2/geoBoundaries-3_0_0-TON-ADM2-all.zip
TTO-ADM0-3_0_0-G587,TTO,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TTO/ADM0/geoBoundaries-3_0_0-TTO-ADM0-all.zip
TTO-ADM1-3_0_0-G588,TTO,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TTO/ADM1/geoBoundaries-3_0_0-TTO-ADM1-all.zip
TUN-ADM0-3_0_0-G589,TUN,2017.0,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUN/ADM0/geoBoundaries-3_0_0-TUN-ADM0-all.zip
TUN-ADM1-3_0_0-G590,TUN,2017.0,ADM1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUN/ADM1/geoBoundaries-3_0_0-TUN-ADM1-all.zip
TUN-ADM2-3_0_0-G591,TUN,2017.0,ADM2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUN/ADM2/geoBoundaries-3_0_0-TUN-ADM2-all.zip
TUN-ADM3-3_0_0-G592,TUN,2017.0,ADM3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,https://wambachers-osm.website/boundaries/,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUN/ADM3/geoBoundaries-3_0_0-TUN-ADM3-all.zip
TUR-ADM0-3_0_0-G593,TUR,2017.0,ADM0,General Command of Mapping,Regional IM Working Group - Europe,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUR/ADM0/geoBoundaries-3_0_0-TUR-ADM0-all.zip
TUR-ADM1-3_0_0-G594,TUR,2017.0,ADM1,General Command of Mapping,Regional IM Working Group - Europe,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUR/ADM1/geoBoundaries-3_0_0-TUR-ADM1-all.zip
TUR-ADM2-3_0_0-G595,TUR,2017.0,ADM2,General Command of Mapping,Regional IM Working Group - Europe,Other - Humanitarian,Humanitarian use only - Noted in metadata tab,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,https://data.humdata.org/dataset/turkey-administrative-boundaries-levels-0-1-2,2020-05-25,https://geoboundaries.org/data/geoBoundaries-3_0_0/TUR/ADM2/geoBoundaries-3_0_0-TUR-ADM2-all.zip
